0 0 0 0 0 0
   2.0000000e+01	  -2.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  -1.9000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00	  0.0000000e+00	
   2.0000000e+01	  -1.8000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  -1.7000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00	  0.0000000e+00	
   2.0000000e+01	  -1.6000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  -1.5000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  -1.4000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00	  0.0000000e+00	
   2.0000000e+01	  -1.3000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  -1.2000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00	  0.0000000e+00	
   2.0000000e+01	  -1.1000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  -1.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  -0.9000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00	  0.0000000e+00	
   2.0000000e+01	  -0.8000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  -0.7000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00	  0.0000000e+00	
   2.0000000e+01	  -0.6000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  -0.5000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  -0.4000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00	  0.0000000e+00	
   2.0000000e+01	  -0.3000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  -0.2000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00	  0.0000000e+00	
   2.0000000e+01	  -0.1000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  0.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  0.1000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  0.2000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  0.3000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  0.4000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  0.5000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  0.6000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  0.7000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  0.8000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  0.9000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  1.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  1.1000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  1.2000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  1.3000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  1.4000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  1.5000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  1.6000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  1.7000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  1.8000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  1.9000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
   2.0000000e+01	  2.0000000e+01	  0.0000000e+00	   0.0000000e+00	   0.0000000e+00          0.0000000e+00
0 0 0 0 0 0
